region,x,y,z
Caudate-L,-16,8,18
Caudate-L,-18,8,18
Caudate-L,-12,10,18
Caudate-L,-14,10,18
Caudate-L,-16,10,18
Caudate-L,-18,10,18
Caudate-L,-12,12,18
Caudate-L,-14,12,18
Caudate-L,-16,12,18
Caudate-L,-18,12,18
Caudate-L,-14,14,18
Caudate-L,-16,14,18
Caudate-L,-20,-30,20
Caudate-L,-20,-28,20
Caudate-L,-18,-26,20
Caudate-L,-20,-26,20
Caudate-L,-18,-24,20
Caudate-L,-16,-22,20
Caudate-L,-18,-22,20
Caudate-L,-16,-20,20
Caudate-L,-18,-20,20
Caudate-L,-14,-18,20
Caudate-L,-16,-18,20
Caudate-L,-18,-18,20
Caudate-L,-14,-16,20
Caudate-L,-16,-16,20
Caudate-L,-12,-14,20
Caudate-L,-14,-14,20
Caudate-L,-16,-14,20
Caudate-L,-12,-12,20
Caudate-L,-14,-12,20
Caudate-L,-16,-12,20
Caudate-L,-12,-10,20
Caudate-L,-14,-10,20
Caudate-L,-16,-10,20
Caudate-L,-12,-8,20
Caudate-L,-14,-8,20
Caudate-L,-16,-8,20
Caudate-L,-12,-6,20
Caudate-L,-14,-6,20
Caudate-L,-16,-6,20
Caudate-L,-12,-4,20
Caudate-L,-14,-4,20
Caudate-L,-16,-4,20
Caudate-L,-10,-2,20
Caudate-L,-12,-2,20
Caudate-L,-14,-2,20
Caudate-L,-16,-2,20
Caudate-L,-18,-2,20
Caudate-L,-10,0,20
Caudate-L,-12,0,20
Caudate-L,-14,0,20
Caudate-L,-16,0,20
Caudate-L,-18,0,20
Caudate-L,-10,2,20
Caudate-L,-12,2,20
Caudate-L,-14,2,20
Caudate-L,-16,2,20
Caudate-L,-18,2,20
Caudate-L,-10,4,20
Caudate-L,-12,4,20
Caudate-L,-14,4,20
Caudate-L,-16,4,20
Caudate-L,-18,4,20
Caudate-L,-12,6,20
Caudate-L,-14,6,20
Caudate-L,-16,6,20
Caudate-L,-18,6,20
Caudate-L,-12,8,20
Caudate-L,-14,8,20
Caudate-L,-16,8,20
Caudate-L,-18,8,20
Caudate-L,-14,10,20
Caudate-L,-16,10,20
Caudate-L,-16,12,20
Caudate-L,-20,-28,22
Caudate-L,-18,-26,22
Caudate-L,-20,-26,22
Caudate-L,-18,-24,22
Caudate-L,-20,-24,22
Caudate-L,-16,-22,22
Caudate-L,-18,-22,22
Caudate-L,-16,-20,22
Caudate-L,-18,-20,22
Caudate-L,-16,-18,22
Caudate-L,-18,-18,22
Caudate-L,-16,-16,22
Caudate-L,-18,-16,22
Caudate-L,-14,-14,22
Caudate-L,-16,-14,22
Caudate-L,-18,-14,22
Caudate-L,-14,-12,22
Caudate-L,-16,-12,22
Caudate-L,-18,-12,22
Caudate-L,-14,-10,22
Caudate-L,-16,-10,22
Caudate-L,-18,-10,22
Caudate-L,-12,-8,22
Caudate-L,-14,-8,22
Caudate-L,-16,-8,22
Caudate-L,-18,-8,22
Caudate-L,-12,-6,22
Caudate-L,-14,-6,22
Caudate-L,-16,-6,22
Caudate-L,-18,-6,22
Caudate-L,-12,-4,22
Caudate-L,-14,-4,22
Caudate-L,-16,-4,22
Caudate-L,-18,-4,22
Caudate-L,-12,-2,22
Caudate-L,-14,-2,22
Caudate-L,-16,-2,22
Caudate-L,-18,-2,22
Caudate-L,-12,0,22
Caudate-L,-14,0,22
Caudate-L,-16,0,22
Caudate-L,-18,0,22
Caudate-L,-12,2,22
Caudate-L,-14,2,22
Caudate-L,-16,2,22
Caudate-L,-18,2,22
Caudate-L,-14,4,22
Caudate-L,-16,4,22
Caudate-L,-18,4,22
Caudate-L,-14,6,22
Caudate-L,-16,6,22
Caudate-L,-20,-26,24
Caudate-L,-18,-22,24
Caudate-L,-18,-20,24
Caudate-L,-16,-18,24
Caudate-L,-18,-18,24
Caudate-L,-16,-16,24
Caudate-L,-18,-16,24
Caudate-L,-16,-14,24
Caudate-L,-18,-14,24
Caudate-L,-14,-12,24
Caudate-L,-16,-12,24
Caudate-L,-18,-12,24
Caudate-L,-14,-10,24
Caudate-L,-16,-10,24
Caudate-L,-18,-10,24
Caudate-L,-14,-8,24
Caudate-L,-16,-8,24
Caudate-L,-18,-8,24
Caudate-L,-14,-6,24
Caudate-L,-16,-6,24
Caudate-L,-18,-6,24
Caudate-L,-14,-4,24
Caudate-L,-16,-4,24
Caudate-L,-18,-4,24
Caudate-L,-14,-2,24
Caudate-L,-16,-2,24
Caudate-L,-16,0,24
Caudate-L,-16,2,24
Caudate-L,-18,-20,26
Caudate-L,-18,-18,26
Caudate-L,-18,-16,26
Caudate-L,-16,-14,26
Caudate-L,-18,-14,26
Caudate-L,-16,-12,26
Caudate-L,-18,-12,26
Caudate-L,-16,-10,26
Caudate-L,-18,-10,26
Caudate-L,-16,-8,26
Caudate-L,-18,-8,26
Caudate-L,-16,-6,26
Caudate-R,10,10,-6
Caudate-R,8,10,-6
Caudate-R,12,12,-6
Caudate-R,10,12,-6
Caudate-R,8,12,-6
Caudate-R,12,14,-6
Caudate-R,10,14,-6
Caudate-R,14,16,-6
Caudate-R,12,16,-6
Caudate-R,16,18,-6
Caudate-R,14,18,-6
Caudate-R,16,20,-6
Caudate-R,16,22,-6
Caudate-R,14,22,-6
Caudate-R,12,22,-6
Caudate-R,16,24,-6
Caudate-R,14,24,-6
Caudate-R,8,6,-4
Caudate-R,10,8,-4
Caudate-R,8,8,-4
Caudate-R,10,10,-4
Caudate-R,8,10,-4
Caudate-R,12,12,-4
Caudate-R,10,12,-4
Caudate-R,8,12,-4
Caudate-R,12,14,-4
Caudate-R,10,14,-4
Caudate-R,8,14,-4
Caudate-R,14,16,-4
Caudate-R,12,16,-4
Caudate-R,10,16,-4
Caudate-R,16,18,-4
Caudate-R,14,18,-4
Caudate-R,12,18,-4
Caudate-R,16,20,-4
Caudate-R,14,20,-4
Caudate-R,12,20,-4
Caudate-R,18,22,-4
Caudate-R,16,22,-4
Caudate-R,14,22,-4
Caudate-R,12,22,-4
Caudate-R,10,22,-4
Caudate-R,18,24,-4
Caudate-R,16,24,-4
Caudate-R,14,24,-4
Caudate-R,12,24,-4
Caudate-R,16,26,-4
Caudate-R,14,26,-4
Caudate-R,6,4,-2
Caudate-R,8,6,-2
Caudate-R,6,6,-2
Caudate-R,8,8,-2
Caudate-R,6,8,-2
Caudate-R,10,10,-2
Caudate-R,8,10,-2
Caudate-R,6,10,-2
Caudate-R,12,12,-2
Caudate-R,10,12,-2
Caudate-R,8,12,-2
Caudate-R,6,12,-2
Caudate-R,12,14,-2
Caudate-R,10,14,-2
Caudate-R,8,14,-2
Caudate-R,6,14,-2
Caudate-R,14,16,-2
Caudate-R,12,16,-2
Caudate-R,10,16,-2
Caudate-R,8,16,-2
Caudate-R,16,18,-2
Caudate-R,14,18,-2
Caudate-R,12,18,-2
Caudate-R,10,18,-2
Caudate-R,8,18,-2
Caudate-R,18,20,-2
Caudate-R,16,20,-2
Caudate-R,14,20,-2
Caudate-R,12,20,-2
Caudate-R,10,20,-2
Caudate-R,8,20,-2
Caudate-R,18,22,-2
Caudate-R,16,22,-2
Caudate-R,14,22,-2
Caudate-R,12,22,-2
Caudate-R,10,22,-2
Caudate-R,8,22,-2
Caudate-R,18,24,-2
Caudate-R,16,24,-2
Caudate-R,14,24,-2
Caudate-R,12,24,-2
Caudate-R,10,24,-2
Caudate-R,16,26,-2
Caudate-R,6,2,0
Caudate-R,6,4,0
Caudate-R,8,6,0
Caudate-R,8,8,0
Caudate-R,10,10,0
Caudate-R,8,10,0
Caudate-R,6,10,0
Caudate-R,12,12,0
Caudate-R,10,12,0
Caudate-R,8,12,0
Caudate-R,6,12,0
Caudate-R,14,14,0
Caudate-R,12,14,0
Caudate-R,10,14,0
Caudate-R,8,14,0
Caudate-R,6,14,0
Caudate-R,14,16,0
Caudate-R,12,16,0
Caudate-R,10,16,0
Caudate-R,8,16,0
Caudate-R,6,16,0
Caudate-R,16,18,0
Caudate-R,14,18,0
Caudate-R,12,18,0
Caudate-R,10,18,0
Caudate-R,8,18,0
Caudate-R,6,18,0
Caudate-R,18,20,0
Caudate-R,16,20,0
Caudate-R,14,20,0
Caudate-R,12,20,0
Caudate-R,10,20,0
Caudate-R,8,20,0
Caudate-R,18,22,0
Caudate-R,16,22,0
Caudate-R,14,22,0
Caudate-R,12,22,0
Caudate-R,10,22,0
Caudate-R,8,22,0
Caudate-R,18,24,0
Caudate-R,16,24,0
Caudate-R,14,24,0
Caudate-R,12,24,0
Caudate-R,10,24,0
Caudate-R,16,26,0
Caudate-R,6,2,2
Caudate-R,8,4,2
Caudate-R,6,4,2
Caudate-R,8,6,2
Caudate-R,8,8,2
Caudate-R,10,10,2
Caudate-R,8,10,2
Caudate-R,6,10,2
Caudate-R,12,12,2
Caudate-R,10,12,2
Caudate-R,8,12,2
Caudate-R,6,12,2
Caudate-R,14,14,2
Caudate-R,12,14,2
Caudate-R,10,14,2
Caudate-R,8,14,2
Caudate-R,6,14,2
Caudate-R,16,16,2
Caudate-R,14,16,2
Caudate-R,12,16,2
Caudate-R,10,16,2
Caudate-R,8,16,2
Caudate-R,6,16,2
Caudate-R,18,18,2
Caudate-R,16,18,2
Caudate-R,14,18,2
Caudate-R,12,18,2
Caudate-R,10,18,2
Caudate-R,8,18,2
Caudate-R,6,18,2
Caudate-R,18,20,2
Caudate-R,16,20,2
Caudate-R,14,20,2
Caudate-R,12,20,2
Caudate-R,10,20,2
Caudate-R,8,20,2
Caudate-R,20,22,2
Caudate-R,18,22,2
Caudate-R,16,22,2
Caudate-R,14,22,2
Caudate-R,12,22,2
Caudate-R,10,22,2
Caudate-R,20,24,2
Caudate-R,18,24,2
Caudate-R,16,24,2
Caudate-R,14,24,2
Caudate-R,12,24,2
Caudate-R,18,26,2
Caudate-R,6,2,4
Caudate-R,8,4,4
Caudate-R,8,6,4
Caudate-R,10,8,4
Caudate-R,8,8,4
Caudate-R,10,10,4
Caudate-R,8,10,4
Caudate-R,6,10,4
Caudate-R,12,12,4
Caudate-R,10,12,4
Caudate-R,8,12,4
Caudate-R,6,12,4
Caudate-R,14,14,4
Caudate-R,12,14,4
Caudate-R,10,14,4
Caudate-R,8,14,4
Caudate-R,6,14,4
Caudate-R,16,16,4
Caudate-R,14,16,4
Caudate-R,12,16,4
Caudate-R,10,16,4
Caudate-R,8,16,4
Caudate-R,6,16,4
Caudate-R,18,18,4
Caudate-R,16,18,4
Caudate-R,14,18,4
Caudate-R,12,18,4
Caudate-R,10,18,4
Caudate-R,8,18,4
Caudate-R,20,20,4
Caudate-R,18,20,4
Caudate-R,16,20,4
Caudate-R,14,20,4
Caudate-R,12,20,4
Caudate-R,10,20,4
Caudate-R,8,20,4
Caudate-R,20,22,4
Caudate-R,18,22,4
Caudate-R,16,22,4
Caudate-R,14,22,4
Caudate-R,12,22,4
Caudate-R,10,22,4
Caudate-R,20,24,4
Caudate-R,18,24,4
Caudate-R,16,24,4
Caudate-R,14,24,4
Caudate-R,12,24,4
Caudate-R,18,26,4
Caudate-R,8,2,6
Caudate-R,10,4,6
Caudate-R,8,4,6
Caudate-R,10,6,6
Caudate-R,8,6,6
Caudate-R,10,8,6
Caudate-R,8,8,6
Caudate-R,12,10,6
Caudate-R,10,10,6
Caudate-R,8,10,6
Caudate-R,6,10,6
Caudate-R,14,12,6
Caudate-R,12,12,6
Caudate-R,10,12,6
Caudate-R,8,12,6
Caudate-R,6,12,6
Caudate-R,16,14,6
Caudate-R,14,14,6
Caudate-R,12,14,6
Caudate-R,10,14,6
Caudate-R,8,14,6
Caudate-R,6,14,6
Caudate-R,18,16,6
Caudate-R,16,16,6
Caudate-R,14,16,6
Caudate-R,12,16,6
Caudate-R,10,16,6
Caudate-R,8,16,6
Caudate-R,6,16,6
Caudate-R,18,18,6
Caudate-R,16,18,6
Caudate-R,14,18,6
Caudate-R,12,18,6
Caudate-R,10,18,6
Caudate-R,8,18,6
Caudate-R,20,20,6
Caudate-R,18,20,6
Caudate-R,16,20,6
Caudate-R,14,20,6
Caudate-R,12,20,6
Caudate-R,10,20,6
Caudate-R,8,20,6
Caudate-R,20,22,6
Caudate-R,18,22,6
Caudate-R,16,22,6
Caudate-R,14,22,6
Caudate-R,12,22,6
Caudate-R,10,22,6
Caudate-R,18,24,6
Caudate-R,16,24,6
Caudate-R,14,24,6
Caudate-R,18,26,6
Caudate-R,10,2,8
Caudate-R,8,2,8
Caudate-R,10,4,8
Caudate-R,8,4,8
Caudate-R,10,6,8
Caudate-R,8,6,8
Caudate-R,12,8,8
Caudate-R,10,8,8
Caudate-R,8,8,8
Caudate-R,14,10,8
Caudate-R,12,10,8
Caudate-R,10,10,8
Caudate-R,8,10,8
Caudate-R,6,10,8
Caudate-R,16,12,8
Caudate-R,14,12,8
Caudate-R,12,12,8
Caudate-R,10,12,8
Caudate-R,8,12,8
Caudate-R,6,12,8
Caudate-R,16,14,8
Caudate-R,14,14,8
Caudate-R,12,14,8
Caudate-R,10,14,8
Caudate-R,8,14,8
Caudate-R,6,14,8
Caudate-R,18,16,8
Caudate-R,16,16,8
Caudate-R,14,16,8
Caudate-R,12,16,8
Caudate-R,10,16,8
Caudate-R,8,16,8
Caudate-R,20,18,8
Caudate-R,18,18,8
Caudate-R,16,18,8
Caudate-R,14,18,8
Caudate-R,12,18,8
Caudate-R,10,18,8
Caudate-R,8,18,8
Caudate-R,20,20,8
Caudate-R,18,20,8
Caudate-R,16,20,8
Caudate-R,14,20,8
Caudate-R,12,20,8
Caudate-R,10,20,8
Caudate-R,20,22,8
Caudate-R,18,22,8
Caudate-R,16,22,8
Caudate-R,14,22,8
Caudate-R,12,22,8
Caudate-R,18,24,8
Caudate-R,16,24,8
Caudate-R,10,2,10
Caudate-R,8,2,10
Caudate-R,12,4,10
Caudate-R,10,4,10
Caudate-R,8,4,10
Caudate-R,12,6,10
Caudate-R,10,6,10
Caudate-R,8,6,10
Caudate-R,14,8,10
Caudate-R,12,8,10
Caudate-R,10,8,10
Caudate-R,8,8,10
Caudate-R,16,10,10
Caudate-R,14,10,10
Caudate-R,12,10,10
Caudate-R,10,10,10
Caudate-R,8,10,10
Caudate-R,16,12,10
Caudate-R,14,12,10
Caudate-R,12,12,10
Caudate-R,10,12,10
Caudate-R,8,12,10
Caudate-R,18,14,10
Caudate-R,16,14,10
Caudate-R,14,14,10
Caudate-R,12,14,10
Caudate-R,10,14,10
Caudate-R,8,14,10
Caudate-R,20,16,10
Caudate-R,18,16,10
Caudate-R,16,16,10
Caudate-R,14,16,10
Caudate-R,12,16,10
Caudate-R,10,16,10
Caudate-R,8,16,10
Caudate-R,20,18,10
Caudate-R,18,18,10
Caudate-R,16,18,10
Caudate-R,14,18,10
Caudate-R,12,18,10
Caudate-R,10,18,10
Caudate-R,20,20,10
Caudate-R,18,20,10
Caudate-R,16,20,10
Caudate-R,14,20,10
Caudate-R,12,20,10
Caudate-R,10,20,10
Caudate-R,20,22,10
Caudate-R,18,22,10
Caudate-R,16,22,10
Caudate-R,14,22,10
Caudate-R,18,24,10
Caudate-R,12,0,12
Caudate-R,10,0,12
Caudate-R,8,0,12
Caudate-R,12,2,12
Caudate-R,10,2,12
Caudate-R,14,4,12
Caudate-R,12,4,12
Caudate-R,10,4,12
Caudate-R,8,4,12
Caudate-R,14,6,12
Caudate-R,12,6,12
Caudate-R,10,6,12
Caudate-R,8,6,12
Caudate-R,16,8,12
Caudate-R,14,8,12
Caudate-R,12,8,12
Caudate-R,10,8,12
Caudate-R,8,8,12
Caudate-R,16,10,12
Caudate-R,14,10,12
Caudate-R,12,10,12
Caudate-R,10,10,12
Caudate-R,8,10,12
Caudate-R,18,12,12
Caudate-R,16,12,12
Caudate-R,14,12,12
Caudate-R,12,12,12
Caudate-R,10,12,12
Caudate-R,8,12,12
Caudate-R,18,14,12
Caudate-R,16,14,12
Caudate-R,14,14,12
Caudate-R,12,14,12
Caudate-R,10,14,12
Caudate-R,8,14,12
Caudate-R,20,16,12
Caudate-R,18,16,12
Caudate-R,16,16,12
Caudate-R,14,16,12
Caudate-R,12,16,12
Caudate-R,10,16,12
Caudate-R,20,18,12
Caudate-R,18,18,12
Caudate-R,16,18,12
Caudate-R,14,18,12
Caudate-R,12,18,12
Caudate-R,10,18,12
Caudate-R,18,20,12
Caudate-R,16,20,12
Caudate-R,14,20,12
Caudate-R,12,20,12
Caudate-R,18,22,12
Caudate-R,16,22,12
Caudate-R,12,-2,14
Caudate-R,10,-2,14
Caudate-R,14,0,14
Caudate-R,12,0,14
Caudate-R,10,0,14
Caudate-R,14,2,14
Caudate-R,12,2,14
Caudate-R,10,2,14
Caudate-R,14,4,14
Caudate-R,12,4,14
Caudate-R,10,4,14
Caudate-R,16,6,14
Caudate-R,14,6,14
Caudate-R,12,6,14
Caudate-R,10,6,14
Caudate-R,8,6,14
Caudate-R,18,8,14
Caudate-R,16,8,14
Caudate-R,14,8,14
Caudate-R,12,8,14
Caudate-R,10,8,14
Caudate-R,8,8,14
Caudate-R,18,10,14
Caudate-R,16,10,14
Caudate-R,14,10,14
Caudate-R,12,10,14
Caudate-R,10,10,14
Caudate-R,8,10,14
Caudate-R,18,12,14
Caudate-R,16,12,14
Caudate-R,14,12,14
Caudate-R,12,12,14
Caudate-R,10,12,14
Caudate-R,8,12,14
Caudate-R,20,14,14
Caudate-R,18,14,14
Caudate-R,16,14,14
Caudate-R,14,14,14
Caudate-R,12,14,14
Caudate-R,10,14,14
Caudate-R,20,16,14
Caudate-R,18,16,14
Caudate-R,16,16,14
Caudate-R,14,16,14
Caudate-R,12,16,14
Caudate-R,10,16,14
Caudate-R,18,18,14
Caudate-R,16,18,14
Caudate-R,14,18,14
Caudate-R,12,18,14
Caudate-R,18,20,14
Caudate-R,16,20,14
Caudate-R,22,-30,16
Caudate-R,14,-4,16
Caudate-R,12,-4,16
Caudate-R,10,-4,16
Caudate-R,14,-2,16
Caudate-R,12,-2,16
Caudate-R,10,-2,16
Caudate-R,16,0,16
Caudate-R,14,0,16
Caudate-R,12,0,16
Caudate-R,10,0,16
Caudate-R,16,2,16
Caudate-R,14,2,16
Caudate-R,12,2,16
Caudate-R,10,2,16
Caudate-R,18,4,16
Caudate-R,16,4,16
Caudate-R,14,4,16
Caudate-R,12,4,16
Caudate-R,10,4,16
Caudate-R,18,6,16
Caudate-R,16,6,16
Caudate-R,14,6,16
Caudate-R,12,6,16
Caudate-R,10,6,16
Caudate-R,18,8,16
Caudate-R,16,8,16
Caudate-R,14,8,16
Caudate-R,12,8,16
Caudate-R,10,8,16
Caudate-R,18,10,16
Caudate-R,16,10,16
Caudate-R,14,10,16
Caudate-R,12,10,16
Caudate-R,10,10,16
Caudate-R,20,12,16
Caudate-R,18,12,16
Caudate-R,16,12,16
Caudate-R,14,12,16
Caudate-R,12,12,16
Caudate-R,10,12,16
Caudate-R,20,14,16
Caudate-R,18,14,16
Caudate-R,16,14,16
Caudate-R,14,14,16
Caudate-R,12,14,16
Caudate-R,18,16,16
Caudate-R,16,16,16
Caudate-R,14,16,16
Caudate-R,12,16,16
Caudate-R,18,18,16
Caudate-R,16,18,16
Caudate-R,14,18,16
Caudate-R,22,-30,18
Caudate-R,22,-28,18
Caudate-R,20,-28,18
Caudate-R,20,-26,18
Caudate-R,18,-26,18
Caudate-R,18,-24,18
Caudate-R,14,-8,18
Caudate-R,12,-8,18
Caudate-R,14,-6,18
Caudate-R,12,-6,18
Caudate-R,16,-4,18
Caudate-R,14,-4,18
Caudate-R,12,-4,18
Caudate-R,16,-2,18
Caudate-R,14,-2,18
Caudate-R,12,-2,18
Caudate-R,18,0,18
Caudate-R,16,0,18
Caudate-R,14,0,18
Caudate-R,12,0,18
Caudate-R,10,0,18
Caudate-R,18,2,18
Caudate-R,16,2,18
Caudate-R,14,2,18
Caudate-R,12,2,18
Caudate-R,10,2,18
Caudate-R,18,4,18
Caudate-R,16,4,18
Caudate-R,14,4,18
Caudate-R,12,4,18
Caudate-R,10,4,18
Caudate-R,18,6,18
Caudate-R,16,6,18
Caudate-R,14,6,18
Caudate-R,12,6,18
Caudate-R,10,6,18
Caudate-R,18,8,18
Caudate-R,16,8,18
Caudate-R,14,8,18
Caudate-R,12,8,18
Caudate-R,10,8,18
Caudate-R,18,10,18
Caudate-R,16,10,18
Caudate-R,14,10,18
Caudate-R,12,10,18
Caudate-R,10,10,18
Caudate-R,18,12,18
Caudate-R,16,12,18
Caudate-R,14,12,18
Caudate-R,12,12,18
Caudate-R,18,14,18
Caudate-R,16,14,18
Caudate-R,14,14,18
Caudate-R,16,16,18
Caudate-R,22,-30,20
Caudate-R,22,-28,20
Caudate-R,20,-26,20
Caudate-R,20,-24,20
Caudate-R,18,-24,20
Caudate-R,18,-22,20
Caudate-R,16,-22,20
Caudate-R,18,-20,20
Caudate-R,16,-20,20
Caudate-R,18,-18,20
Caudate-R,16,-18,20
Caudate-R,18,-16,20
Caudate-R,16,-16,20
Caudate-R,16,-14,20
Caudate-R,14,-14,20
Caudate-R,16,-12,20
Caudate-R,14,-12,20
Caudate-R,12,-12,20
Caudate-R,16,-10,20
Caudate-R,14,-10,20
Caudate-R,12,-10,20
Caudate-R,16,-8,20
Caudate-R,14,-8,20
Caudate-R,12,-8,20
Caudate-R,18,-6,20
Caudate-R,16,-6,20
Caudate-R,14,-6,20
Caudate-R,12,-6,20
Caudate-R,18,-4,20
Caudate-R,16,-4,20
Caudate-R,14,-4,20
Caudate-R,12,-4,20
Caudate-R,18,-2,20
Caudate-R,16,-2,20
Caudate-R,14,-2,20
Caudate-R,12,-2,20
Caudate-R,18,0,20
Caudate-R,16,0,20
Caudate-R,14,0,20
Caudate-R,12,0,20
Caudate-R,18,2,20
Caudate-R,16,2,20
Caudate-R,14,2,20
Caudate-R,12,2,20
Caudate-R,18,4,20
Caudate-R,16,4,20
Caudate-R,14,4,20
Caudate-R,12,4,20
Caudate-R,18,6,20
Caudate-R,16,6,20
Caudate-R,14,6,20
Caudate-R,12,6,20
Caudate-R,18,8,20
Caudate-R,16,8,20
Caudate-R,14,8,20
Caudate-R,12,8,20
Caudate-R,18,10,20
Caudate-R,16,10,20
Caudate-R,14,10,20
Caudate-R,12,10,20
Caudate-R,18,12,20
Caudate-R,16,12,20
Caudate-R,14,12,20
Caudate-R,22,-28,22
Caudate-R,20,-26,22
Caudate-R,20,-24,22
Caudate-R,20,-22,22
Caudate-R,18,-22,22
Caudate-R,20,-20,22
Caudate-R,18,-20,22
Caudate-R,20,-18,22
Caudate-R,18,-18,22
Caudate-R,16,-18,22
Caudate-R,18,-16,22
Caudate-R,16,-16,22
Caudate-R,18,-14,22
Caudate-R,16,-14,22
Caudate-R,18,-12,22
Caudate-R,16,-12,22
Caudate-R,18,-10,22
Caudate-R,16,-10,22
Caudate-R,14,-10,22
Caudate-R,18,-8,22
Caudate-R,16,-8,22
Caudate-R,14,-8,22
Caudate-R,18,-6,22
Caudate-R,16,-6,22
Caudate-R,14,-6,22
Caudate-R,18,-4,22
Caudate-R,16,-4,22
Caudate-R,14,-4,22
Caudate-R,18,-2,22
Caudate-R,16,-2,22
Caudate-R,14,-2,22
Caudate-R,12,-2,22
Caudate-R,18,0,22
Caudate-R,16,0,22
Caudate-R,14,0,22
Caudate-R,12,0,22
Caudate-R,18,2,22
Caudate-R,16,2,22
Caudate-R,14,2,22
Caudate-R,12,2,22
Caudate-R,18,4,22
Caudate-R,16,4,22
Caudate-R,14,4,22
Caudate-R,18,6,22
Caudate-R,16,6,22
Caudate-R,14,6,22
Caudate-R,18,8,22
Caudate-R,16,8,22
Caudate-R,14,8,22
Caudate-R,20,-24,24
Caudate-R,20,-22,24
Caudate-R,20,-20,24
Caudate-R,18,-20,24
Caudate-R,20,-18,24
Caudate-R,18,-18,24
Caudate-R,20,-16,24
Caudate-R,18,-16,24
Caudate-R,16,-16,24
Caudate-R,18,-14,24
Caudate-R,16,-14,24
Caudate-R,18,-12,24
Caudate-R,16,-12,24
Caudate-R,18,-10,24
Caudate-R,16,-10,24
Caudate-R,18,-8,24
Caudate-R,16,-8,24
Caudate-R,14,-8,24
Caudate-R,18,-6,24
Caudate-R,16,-6,24
Caudate-R,14,-6,24
Caudate-R,18,-4,24
Caudate-R,16,-4,24
Caudate-R,14,-4,24
Caudate-R,18,-2,24
Caudate-R,16,-2,24
Caudate-R,14,-2,24
Caudate-R,18,0,24
Caudate-R,16,0,24
Caudate-R,14,0,24
Caudate-R,18,2,24
Caudate-R,16,2,24
Caudate-R,16,4,24
Caudate-R,18,-16,26
Caudate-R,18,-14,26
Caudate-R,18,-12,26
Caudate-R,18,-10,26
Caudate-R,18,-8,26
Caudate-R,18,-6,26
Caudate-R,16,-6,26
Caudate-R,18,-4,26
Caudate-R,16,-4,26
Caudate-R,16,-2,26
Cerebellum-L,-8,-56,-64
Cerebellum-L,-8,-54,-64
Cerebellum-L,-10,-54,-64
Cerebellum-L,-8,-52,-64
Cerebellum-L,-10,-52,-64
Cerebellum-L,-12,-52,-64
Cerebellum-L,-14,-52,-64
Cerebellum-L,-10,-50,-64
Cerebellum-L,-12,-50,-64
Cerebellum-L,-14,-50,-64
Cerebellum-L,-12,-48,-64
Cerebellum-L,-14,-48,-64
Cerebellum-L,-16,-48,-64
Cerebellum-L,-4,-58,-62
Cerebellum-L,-6,-58,-62
Cerebellum-L,-8,-58,-62
Cerebellum-L,-10,-58,-62
Cerebellum-L,-12,-58,-62
Cerebellum-L,-4,-56,-62
Cerebellum-L,-6,-56,-62
Cerebellum-L,-8,-56,-62
Cerebellum-L,-10,-56,-62
Cerebellum-L,-12,-56,-62
Cerebellum-L,-14,-56,-62
Cerebellum-L,-4,-54,-62
Cerebellum-L,-6,-54,-62
Cerebellum-L,-8,-54,-62
Cerebellum-L,-10,-54,-62
Cerebellum-L,-12,-54,-62
Cerebellum-L,-14,-54,-62
Cerebellum-L,-16,-54,-62
Cerebellum-L,-6,-52,-62
Cerebellum-L,-8,-52,-62
Cerebellum-L,-10,-52,-62
Cerebellum-L,-12,-52,-62
Cerebellum-L,-14,-52,-62
Cerebellum-L,-16,-52,-62
Cerebellum-L,-8,-50,-62
Cerebellum-L,-10,-50,-62
Cerebellum-L,-12,-50,-62
Cerebellum-L,-14,-50,-62
Cerebellum-L,-16,-50,-62
Cerebellum-L,-8,-48,-62
Cerebellum-L,-10,-48,-62
Cerebellum-L,-12,-48,-62
Cerebellum-L,-14,-48,-62
Cerebellum-L,-16,-48,-62
Cerebellum-L,-10,-46,-62
Cerebellum-L,-12,-46,-62
Cerebellum-L,-14,-46,-62
Cerebellum-L,-16,-46,-62
Cerebellum-L,-12,-44,-62
Cerebellum-L,-14,-44,-62
Cerebellum-L,-22,-68,-60
Cerebellum-L,-24,-68,-60
Cerebellum-L,-26,-68,-60
Cerebellum-L,-28,-68,-60
Cerebellum-L,-30,-68,-60
Cerebellum-L,-32,-68,-60
Cerebellum-L,-20,-66,-60
Cerebellum-L,-22,-66,-60
Cerebellum-L,-24,-66,-60
Cerebellum-L,-26,-66,-60
Cerebellum-L,-28,-66,-60
Cerebellum-L,-30,-66,-60
Cerebellum-L,-32,-66,-60
Cerebellum-L,-34,-66,-60
Cerebellum-L,-20,-64,-60
Cerebellum-L,-22,-64,-60
Cerebellum-L,-24,-64,-60
Cerebellum-L,-26,-64,-60
Cerebellum-L,-28,-64,-60
Cerebellum-L,-30,-64,-60
Cerebellum-L,-32,-64,-60
Cerebellum-L,-34,-64,-60
Cerebellum-L,-36,-64,-60
Cerebellum-L,-38,-64,-60
Cerebellum-L,-6,-62,-60
Cerebellum-L,-20,-62,-60
Cerebellum-L,-22,-62,-60
Cerebellum-L,-24,-62,-60
Cerebellum-L,-26,-62,-60
Cerebellum-L,-28,-62,-60
Cerebellum-L,-30,-62,-60
