region,x,y,z
Cerebellum-L,-24,-44,-24
Cerebellum-L,-26,-44,-24
Cerebellum-L,-28,-44,-24
Cerebellum-L,-30,-44,-24
Cerebellum-L,-8,-42,-24
Cerebellum-L,-10,-42,-24
Cerebellum-L,-16,-42,-24
Cerebellum-L,-18,-42,-24
Cerebellum-L,-20,-42,-24
Cerebellum-L,-22,-42,-24
Cerebellum-L,-24,-42,-24
Cerebellum-L,-26,-42,-24
Cerebellum-L,-28,-42,-24
Cerebellum-L,-8,-40,-24
Cerebellum-L,-10,-40,-24
Cerebellum-L,-12,-40,-24
Cerebellum-L,-14,-40,-24
Cerebellum-L,-18,-40,-24
Cerebellum-L,-20,-40,-24
Cerebellum-L,-22,-40,-24
Cerebellum-L,-24,-40,-24
Cerebellum-L,-26,-40,-24
Cerebellum-L,-28,-40,-24
Cerebellum-L,-10,-38,-24
Cerebellum-L,-12,-38,-24
Cerebellum-L,-14,-38,-24
Cerebellum-L,-16,-38,-24
Cerebellum-L,-18,-38,-24
Cerebellum-L,-20,-38,-24
Cerebellum-L,-22,-38,-24
Cerebellum-L,-24,-38,-24
Cerebellum-L,-12,-36,-24
Cerebellum-L,-14,-36,-24
Cerebellum-L,-16,-36,-24
Cerebellum-L,-18,-36,-24
Cerebellum-L,-20,-36,-24
Cerebellum-L,-22,-36,-24
Cerebellum-L,-24,-36,-24
Cerebellum-L,-14,-34,-24
Cerebellum-L,-16,-34,-24
Cerebellum-L,-18,-34,-24
Cerebellum-L,-20,-34,-24
Cerebellum-L,-22,-34,-24
Cerebellum-L,-24,-34,-24
Cerebellum-L,-16,-32,-24
Cerebellum-L,-18,-32,-24
Cerebellum-L,-20,-32,-24
Cerebellum-L,-18,-30,-24
Cerebellum-L,-20,-30,-24
Cerebellum-L,-12,-86,-22
Cerebellum-L,-14,-86,-22
Cerebellum-L,-16,-86,-22
Cerebellum-L,-18,-86,-22
Cerebellum-L,-8,-84,-22
Cerebellum-L,-10,-84,-22
Cerebellum-L,-12,-84,-22
Cerebellum-L,-14,-84,-22
Cerebellum-L,-16,-84,-22
Cerebellum-L,-18,-84,-22
Cerebellum-L,-20,-84,-22
Cerebellum-L,-22,-84,-22
Cerebellum-L,-24,-84,-22
Cerebellum-L,-6,-82,-22
Cerebellum-L,-8,-82,-22
Cerebellum-L,-10,-82,-22
Cerebellum-L,-12,-82,-22
Cerebellum-L,-14,-82,-22
Cerebellum-L,-16,-82,-22
Cerebellum-L,-18,-82,-22
Cerebellum-L,-20,-82,-22
Cerebellum-L,-22,-82,-22
Cerebellum-L,-24,-82,-22
Cerebellum-L,-26,-82,-22
Cerebellum-L,-28,-82,-22
Cerebellum-L,-6,-80,-22
Cerebellum-L,-8,-80,-22
Cerebellum-L,-10,-80,-22
Cerebellum-L,-12,-80,-22
Cerebellum-L,-14,-80,-22
Cerebellum-L,-16,-80,-22
Cerebellum-L,-18,-80,-22
Cerebellum-L,-20,-80,-22
Cerebellum-L,-22,-80,-22
Cerebellum-L,-24,-80,-22
Cerebellum-L,-26,-80,-22
Cerebellum-L,-28,-80,-22
Cerebellum-L,-30,-80,-22
Cerebellum-L,0,-78,-22
Cerebellum-L,-2,-78,-22
Cerebellum-L,-4,-78,-22
Cerebellum-L,-6,-78,-22
Cerebellum-L,-8,-78,-22
Cerebellum-L,-10,-78,-22
Cerebellum-L,-12,-78,-22
Cerebellum-L,-14,-78,-22
Cerebellum-L,-16,-78,-22
Cerebellum-L,-18,-78,-22
Cerebellum-L,-20,-78,-22
Cerebellum-L,-22,-78,-22
Cerebellum-L,-24,-78,-22
Cerebellum-L,-26,-78,-22
Cerebellum-L,-28,-78,-22
Cerebellum-L,-30,-78,-22
Cerebellum-L,-32,-78,-22
Cerebellum-L,0,-76,-22
Cerebellum-L,-2,-76,-22
Cerebellum-L,-4,-76,-22
Cerebellum-L,-6,-76,-22
Cerebellum-L,-8,-76,-22
Cerebellum-L,-10,-76,-22
Cerebellum-L,-12,-76,-22
Cerebellum-L,-14,-76,-22
Cerebellum-L,-16,-76,-22
Cerebellum-L,-18,-76,-22
Cerebellum-L,-20,-76,-22
Cerebellum-L,-22,-76,-22
Cerebellum-L,-24,-76,-22
Cerebellum-L,-26,-76,-22
Cerebellum-L,-28,-76,-22
Cerebellum-L,-30,-76,-22
Cerebellum-L,-32,-76,-22
Cerebellum-L,-34,-76,-22
Cerebellum-L,0,-74,-22
Cerebellum-L,-2,-74,-22
Cerebellum-L,-4,-74,-22
Cerebellum-L,-6,-74,-22
Cerebellum-L,-10,-74,-22
Cerebellum-L,-12,-74,-22
Cerebellum-L,-14,-74,-22
Cerebellum-L,-16,-74,-22
Cerebellum-L,-18,-74,-22
Cerebellum-L,-20,-74,-22
Cerebellum-L,-22,-74,-22
Cerebellum-L,-24,-74,-22
Cerebellum-L,-26,-74,-22
Cerebellum-L,-28,-74,-22
Cerebellum-L,-30,-74,-22
Cerebellum-L,-32,-74,-22
Cerebellum-L,-34,-74,-22
Cerebellum-L,-36,-74,-22
Cerebellum-L,0,-72,-22
Cerebellum-L,-2,-72,-22
Cerebellum-L,-4,-72,-22
Cerebellum-L,-6,-72,-22
Cerebellum-L,-8,-72,-22
Cerebellum-L,-10,-72,-22
Cerebellum-L,-16,-72,-22
Cerebellum-L,-18,-72,-22
Cerebellum-L,-20,-72,-22
Cerebellum-L,-22,-72,-22
Cerebellum-L,-24,-72,-22
Cerebellum-L,-26,-72,-22
Cerebellum-L,-28,-72,-22
Cerebellum-L,-30,-72,-22
Cerebellum-L,-32,-72,-22
Cerebellum-L,-34,-72,-22
Cerebellum-L,-36,-72,-22
Cerebellum-L,0,-70,-22
Cerebellum-L,-2,-70,-22
Cerebellum-L,-4,-70,-22
Cerebellum-L,-6,-70,-22
Cerebellum-L,-8,-70,-22
Cerebellum-L,-10,-70,-22
Cerebellum-L,-12,-70,-22
Cerebellum-L,-14,-70,-22
Cerebellum-L,-16,-70,-22
Cerebellum-L,-18,-70,-22
Cerebellum-L,-20,-70,-22
Cerebellum-L,-22,-70,-22
Cerebellum-L,-24,-70,-22
Cerebellum-L,-26,-70,-22
Cerebellum-L,-28,-70,-22
Cerebellum-L,-30,-70,-22
Cerebellum-L,-32,-70,-22
Cerebellum-L,-34,-70,-22
Cerebellum-L,-36,-70,-22
Cerebellum-L,-38,-70,-22
Cerebellum-L,-2,-68,-22
Cerebellum-L,-4,-68,-22
Cerebellum-L,-8,-68,-22
Cerebellum-L,-10,-68,-22
Cerebellum-L,-12,-68,-22
Cerebellum-L,-14,-68,-22
Cerebellum-L,-16,-68,-22
Cerebellum-L,-18,-68,-22
Cerebellum-L,-20,-68,-22
Cerebellum-L,-22,-68,-22
Cerebellum-L,-24,-68,-22
Cerebellum-L,-26,-68,-22
Cerebellum-L,-28,-68,-22
Cerebellum-L,-30,-68,-22
Cerebellum-L,-32,-68,-22
Cerebellum-L,-34,-68,-22
Cerebellum-L,-36,-68,-22
Cerebellum-L,-2,-66,-22
Cerebellum-L,-4,-66,-22
Cerebellum-L,-6,-66,-22
Cerebellum-L,-10,-66,-22
Cerebellum-L,-12,-66,-22
Cerebellum-L,-14,-66,-22
Cerebellum-L,-16,-66,-22
Cerebellum-L,-18,-66,-22
Cerebellum-L,-20,-66,-22
Cerebellum-L,-22,-66,-22
Cerebellum-L,-24,-66,-22
Cerebellum-L,-26,-66,-22
Cerebellum-L,-28,-66,-22
Cerebellum-L,-30,-66,-22
Cerebellum-L,-32,-66,-22
Cerebellum-L,-34,-66,-22
Cerebellum-L,-2,-64,-22
Cerebellum-L,-4,-64,-22
Cerebellum-L,-6,-64,-22
Cerebellum-L,-8,-64,-22
Cerebellum-L,-10,-64,-22
Cerebellum-L,-12,-64,-22
Cerebellum-L,-14,-64,-22
Cerebellum-L,-16,-64,-22
Cerebellum-L,-18,-64,-22
Cerebellum-L,-20,-64,-22
Cerebellum-L,-22,-64,-22
Cerebellum-L,-24,-64,-22
Cerebellum-L,-26,-64,-22
Cerebellum-L,-28,-64,-22
Cerebellum-L,-30,-64,-22
Cerebellum-L,-32,-64,-22
Cerebellum-L,-34,-64,-22
Cerebellum-L,-36,-64,-22
Cerebellum-L,0,-62,-22
Cerebellum-L,-2,-62,-22
Cerebellum-L,-4,-62,-22
Cerebellum-L,-6,-62,-22
Cerebellum-L,-8,-62,-22
Cerebellum-L,-10,-62,-22
Cerebellum-L,-12,-62,-22
Cerebellum-L,-14,-62,-22
Cerebellum-L,-16,-62,-22
Cerebellum-L,-18,-62,-22
Cerebellum-L,-20,-62,-22
Cerebellum-L,-22,-62,-22
Cerebellum-L,-24,-62,-22
Cerebellum-L,-26,-62,-22
Cerebellum-L,-28,-62,-22
Cerebellum-L,-30,-62,-22
Cerebellum-L,-32,-62,-22
Cerebellum-L,-34,-62,-22
Cerebellum-L,-36,-62,-22
Cerebellum-L,0,-60,-22
Cerebellum-L,-2,-60,-22
Cerebellum-L,-4,-60,-22
Cerebellum-L,-6,-60,-22
Cerebellum-L,-8,-60,-22
Cerebellum-L,-10,-60,-22
Cerebellum-L,-12,-60,-22
Cerebellum-L,-14,-60,-22
Cerebellum-L,-16,-60,-22
Cerebellum-L,-18,-60,-22
Cerebellum-L,-20,-60,-22
Cerebellum-L,-22,-60,-22
Cerebellum-L,-24,-60,-22
Cerebellum-L,-26,-60,-22
Cerebellum-L,-28,-60,-22
Cerebellum-L,-30,-60,-22
Cerebellum-L,-32,-60,-22
Cerebellum-L,-34,-60,-22
Cerebellum-L,-36,-60,-22
Cerebellum-L,0,-58,-22
Cerebellum-L,-2,-58,-22
Cerebellum-L,-10,-58,-22
Cerebellum-L,-12,-58,-22
Cerebellum-L,-14,-58,-22
Cerebellum-L,-16,-58,-22
Cerebellum-L,-18,-58,-22
Cerebellum-L,-20,-58,-22
Cerebellum-L,-22,-58,-22
Cerebellum-L,-24,-58,-22
Cerebellum-L,-26,-58,-22
Cerebellum-L,-28,-58,-22
Cerebellum-L,-30,-58,-22
Cerebellum-L,-32,-58,-22
Cerebellum-L,-34,-58,-22
Cerebellum-L,-36,-58,-22
Cerebellum-L,-10,-56,-22
Cerebellum-L,-12,-56,-22
Cerebellum-L,-14,-56,-22
Cerebellum-L,-16,-56,-22
Cerebellum-L,-18,-56,-22
Cerebellum-L,-20,-56,-22
Cerebellum-L,-22,-56,-22
Cerebellum-L,-24,-56,-22
Cerebellum-L,-26,-56,-22
Cerebellum-L,-28,-56,-22
Cerebellum-L,-30,-56,-22
Cerebellum-L,-32,-56,-22
Cerebellum-L,-34,-56,-22
Cerebellum-L,-36,-56,-22
Cerebellum-L,-12,-54,-22
Cerebellum-L,-14,-54,-22
Cerebellum-L,-16,-54,-22
Cerebellum-L,-18,-54,-22
Cerebellum-L,-20,-54,-22
Cerebellum-L,-22,-54,-22
Cerebellum-L,-24,-54,-22
Cerebellum-L,-26,-54,-22
Cerebellum-L,-28,-54,-22
Cerebellum-L,-30,-54,-22
Cerebellum-L,-32,-54,-22
Cerebellum-L,-34,-54,-22
Cerebellum-L,-2,-52,-22
Cerebellum-L,-12,-52,-22
Cerebellum-L,-14,-52,-22
Cerebellum-L,-16,-52,-22
Cerebellum-L,-18,-52,-22
Cerebellum-L,-20,-52,-22
Cerebellum-L,-22,-52,-22
Cerebellum-L,-24,-52,-22
Cerebellum-L,-26,-52,-22
Cerebellum-L,-28,-52,-22
Cerebellum-L,-30,-52,-22
Cerebellum-L,-32,-52,-22
Cerebellum-L,-2,-50,-22
Cerebellum-L,-12,-50,-22
Cerebellum-L,-14,-50,-22
Cerebellum-L,-16,-50,-22
Cerebellum-L,-18,-50,-22
Cerebellum-L,-20,-50,-22
Cerebellum-L,-22,-50,-22
Cerebellum-L,-24,-50,-22
Cerebellum-L,-26,-50,-22
Cerebellum-L,-28,-50,-22
Cerebellum-L,-30,-50,-22
Cerebellum-L,-32,-50,-22
Cerebellum-L,-12,-48,-22
Cerebellum-L,-14,-48,-22
Cerebellum-L,-16,-48,-22
Cerebellum-L,-18,-48,-22
Cerebellum-L,-20,-48,-22
Cerebellum-L,-22,-48,-22
Cerebellum-L,-24,-48,-22
Cerebellum-L,-26,-48,-22
Cerebellum-L,-28,-48,-22
Cerebellum-L,-30,-48,-22
Cerebellum-L,-2,-46,-22
Cerebellum-L,-4,-46,-22
Cerebellum-L,-6,-46,-22
Cerebellum-L,-8,-46,-22
Cerebellum-L,-14,-46,-22
Cerebellum-L,-16,-46,-22
Cerebellum-L,-18,-46,-22
Cerebellum-L,-20,-46,-22
Cerebellum-L,-22,-46,-22
Cerebellum-L,-24,-46,-22
Cerebellum-L,-26,-46,-22
Cerebellum-L,-28,-46,-22
Cerebellum-L,-2,-44,-22
Cerebellum-L,-4,-44,-22
Cerebellum-L,-6,-44,-22
Cerebellum-L,-10,-44,-22
Cerebellum-L,-14,-44,-22
Cerebellum-L,-16,-44,-22
Cerebellum-L,-18,-44,-22
Cerebellum-L,-20,-44,-22
Cerebellum-L,-22,-44,-22
Cerebellum-L,-24,-44,-22
Cerebellum-L,-26,-44,-22
Cerebellum-L,-28,-44,-22
Cerebellum-L,0,-42,-22
Cerebellum-L,-2,-42,-22
Cerebellum-L,-6,-42,-22
Cerebellum-L,-8,-42,-22
Cerebellum-L,-10,-42,-22
Cerebellum-L,-14,-42,-22
Cerebellum-L,-16,-42,-22
Cerebellum-L,-18,-42,-22
Cerebellum-L,-20,-42,-22
Cerebellum-L,-22,-42,-22
Cerebellum-L,-24,-42,-22
Cerebellum-L,-26,-42,-22
Cerebellum-L,-8,-40,-22
Cerebellum-L,-10,-40,-22
Cerebellum-L,-12,-40,-22
Cerebellum-L,-14,-40,-22
Cerebellum-L,-16,-40,-22
Cerebellum-L,-18,-40,-22
Cerebellum-L,-20,-40,-22
Cerebellum-L,-22,-40,-22
Cerebellum-L,-24,-40,-22
Cerebellum-L,-8,-38,-22
Cerebellum-L,-10,-38,-22
Cerebellum-L,-14,-38,-22
Cerebellum-L,-16,-38,-22
Cerebellum-L,-18,-38,-22
Cerebellum-L,-20,-38,-22
Cerebellum-L,-22,-38,-22
Cerebellum-L,-24,-38,-22
Cerebellum-L,-12,-36,-22
Cerebellum-L,-14,-36,-22
Cerebellum-L,-16,-36,-22
Cerebellum-L,-18,-36,-22
Cerebellum-L,-20,-36,-22
Cerebellum-L,-22,-36,-22
Cerebellum-L,-24,-36,-22
Cerebellum-L,-12,-34,-22
Cerebellum-L,-14,-34,-22
Cerebellum-L,-16,-34,-22
Cerebellum-L,-18,-34,-22
Cerebellum-L,-20,-34,-22
Cerebellum-L,-14,-32,-22
Cerebellum-L,-16,-32,-22
Cerebellum-L,-18,-32,-22
Cerebellum-L,-10,-82,-20
Cerebellum-L,-12,-82,-20
Cerebellum-L,-14,-82,-20
Cerebellum-L,-6,-80,-20
Cerebellum-L,-8,-80,-20
Cerebellum-L,-10,-80,-20
Cerebellum-L,-12,-80,-20
Cerebellum-L,-14,-80,-20
Cerebellum-L,-16,-80,-20
Cerebellum-L,-18,-80,-20
Cerebellum-L,0,-78,-20
Cerebellum-L,-2,-78,-20
Cerebellum-L,-4,-78,-20
Cerebellum-L,-6,-78,-20
Cerebellum-L,-8,-78,-20
Cerebellum-L,-10,-78,-20
Cerebellum-L,-12,-78,-20
Cerebellum-L,-14,-78,-20
Cerebellum-L,-16,-78,-20
Cerebellum-L,-18,-78,-20
Cerebellum-L,-20,-78,-20
Cerebellum-L,-22,-78,-20
Cerebellum-L,0,-76,-20
Cerebellum-L,-2,-76,-20
Cerebellum-L,-4,-76,-20
Cerebellum-L,-6,-76,-20
Cerebellum-L,-8,-76,-20
Cerebellum-L,-10,-76,-20
Cerebellum-L,-12,-76,-20
Cerebellum-L,-14,-76,-20
Cerebellum-L,-16,-76,-20
Cerebellum-L,-18,-76,-20
Cerebellum-L,-20,-76,-20
Cerebellum-L,-22,-76,-20
Cerebellum-L,-24,-76,-20
Cerebellum-L,0,-74,-20
Cerebellum-L,-2,-74,-20
Cerebellum-L,-4,-74,-20
Cerebellum-L,-6,-74,-20
Cerebellum-L,-8,-74,-20
Cerebellum-L,-10,-74,-20
Cerebellum-L,-12,-74,-20
Cerebellum-L,-14,-74,-20
Cerebellum-L,-16,-74,-20
Cerebellum-L,-18,-74,-20
Cerebellum-L,-20,-74,-20
Cerebellum-L,-22,-74,-20
Cerebellum-L,-24,-74,-20
Cerebellum-L,-26,-74,-20
Cerebellum-L,-28,-74,-20
Cerebellum-L,0,-72,-20
Cerebellum-L,-2,-72,-20
Cerebellum-L,-4,-72,-20
Cerebellum-L,-6,-72,-20
Cerebellum-L,-8,-72,-20
Cerebellum-L,-10,-72,-20
Cerebellum-L,-12,-72,-20
Cerebellum-L,-14,-72,-20
Cerebellum-L,-16,-72,-20
Cerebellum-L,-18,-72,-20
Cerebellum-L,-20,-72,-20
Cerebellum-L,-22,-72,-20
Cerebellum-L,-24,-72,-20
Cerebellum-L,-26,-72,-20
Cerebellum-L,-28,-72,-20
Cerebellum-L,-30,-72,-20
Cerebellum-L,-4,-70,-20
Cerebellum-L,-6,-70,-20
Cerebellum-L,-8,-70,-20
Cerebellum-L,-10,-70,-20
Cerebellum-L,-12,-70,-20
Cerebellum-L,-14,-70,-20
Cerebellum-L,-16,-70,-20
Cerebellum-L,-18,-70,-20
Cerebellum-L,-20,-70,-20
Cerebellum-L,-22,-70,-20
Cerebellum-L,-24,-70,-20
Cerebellum-L,-26,-70,-20
Cerebellum-L,-28,-70,-20
Cerebellum-L,-30,-70,-20
Cerebellum-L,-2,-68,-20
Cerebellum-L,-4,-68,-20
Cerebellum-L,-8,-68,-20
Cerebellum-L,-10,-68,-20
Cerebellum-L,-12,-68,-20
Cerebellum-L,-14,-68,-20
Cerebellum-L,-16,-68,-20
Cerebellum-L,-18,-68,-20
Cerebellum-L,-20,-68,-20
Cerebellum-L,-22,-68,-20
Cerebellum-L,-24,-68,-20
Cerebellum-L,-26,-68,-20
Cerebellum-L,-28,-68,-20
Cerebellum-L,-30,-68,-20
Cerebellum-L,-32,-68,-20
Cerebellum-L,-2,-66,-20
Cerebellum-L,-4,-66,-20
Cerebellum-L,-6,-66,-20
Cerebellum-L,-10,-66,-20
Cerebellum-L,-12,-66,-20
Cerebellum-L,-14,-66,-20
Cerebellum-L,-16,-66,-20
Cerebellum-L,-18,-66,-20
Cerebellum-L,-20,-66,-20
Cerebellum-L,-22,-66,-20
Cerebellum-L,-24,-66,-20
Cerebellum-L,-26,-66,-20
Cerebellum-L,-28,-66,-20
Cerebellum-L,-30,-66,-20
Cerebellum-L,-32,-66,-20
Cerebellum-L,-2,-64,-20
Cerebellum-L,-4,-64,-20
Cerebellum-L,-6,-64,-20
Cerebellum-L,-8,-64,-20
Cerebellum-L,-10,-64,-20
Cerebellum-L,-12,-64,-20
Cerebellum-L,-14,-64,-20
Cerebellum-L,-16,-64,-20
Cerebellum-L,-18,-64,-20
Cerebellum-L,-20,-64,-20
Cerebellum-L,-22,-64,-20
Cerebellum-L,-24,-64,-20
Cerebellum-L,-26,-64,-20
Cerebellum-L,-28,-64,-20
Cerebellum-L,-30,-64,-20
Cerebellum-L,-32,-64,-20
Cerebellum-L,0,-62,-20
Cerebellum-L,-2,-62,-20
Cerebellum-L,-4,-62,-20
Cerebellum-L,-6,-62,-20
Cerebellum-L,-8,-62,-20
Cerebellum-L,-10,-62,-20
Cerebellum-L,-12,-62,-20
Cerebellum-L,-14,-62,-20
Cerebellum-L,-16,-62,-20
Cerebellum-L,-18,-62,-20
Cerebellum-L,-20,-62,-20
Cerebellum-L,-22,-62,-20
Cerebellum-L,-24,-62,-20
Cerebellum-L,-26,-62,-20
Cerebellum-L,-28,-62,-20
Cerebellum-L,-30,-62,-20
Cerebellum-L,-32,-62,-20
Cerebellum-L,0,-60,-20
Cerebellum-L,-2,-60,-20
Cerebellum-L,-4,-60,-20
Cerebellum-L,-6,-60,-20
Cerebellum-L,-8,-60,-20
Cerebellum-L,-10,-60,-20
Cerebellum-L,-12,-60,-20
Cerebellum-L,-14,-60,-20
Cerebellum-L,-16,-60,-20
Cerebellum-L,-18,-60,-20
Cerebellum-L,-20,-60,-20
Cerebellum-L,-22,-60,-20
Cerebellum-L,-24,-60,-20
Cerebellum-L,-26,-60,-20
Cerebellum-L,-28,-60,-20
Cerebellum-L,-30,-60,-20
Cerebellum-L,-32,-60,-20
Cerebellum-L,0,-58,-20
Cerebellum-L,-8,-58,-20
Cerebellum-L,-10,-58,-20
Cerebellum-L,-12,-58,-20
Cerebellum-L,-14,-58,-20
Cerebellum-L,-16,-58,-20
Cerebellum-L,-18,-58,-20
Cerebellum-L,-20,-58,-20
Cerebellum-L,-22,-58,-20
Cerebellum-L,-24,-58,-20
Cerebellum-L,-26,-58,-20
Cerebellum-L,-28,-58,-20
Cerebellum-L,-30,-58,-20
Cerebellum-L,-32,-58,-20
Cerebellum-L,-8,-56,-20
Cerebellum-L,-10,-56,-20
Cerebellum-L,-12,-56,-20
Cerebellum-L,-14,-56,-20
Cerebellum-L,-16,-56,-20
Cerebellum-L,-18,-56,-20
Cerebellum-L,-20,-56,-20
Cerebellum-L,-22,-56,-20
Cerebellum-L,-24,-56,-20
Cerebellum-L,-26,-56,-20
Cerebellum-L,-28,-56,-20
Cerebellum-L,-30,-56,-20
Cerebellum-L,-10,-54,-20
Cerebellum-L,-12,-54,-20
Cerebellum-L,-14,-54,-20
Cerebellum-L,-16,-54,-20
Cerebellum-L,-18,-54,-20
Cerebellum-L,-20,-54,-20
Cerebellum-L,-22,-54,-20
Cerebellum-L,-24,-54,-20
Cerebellum-L,-26,-54,-20
Cerebellum-L,-28,-54,-20
Cerebellum-L,-30,-54,-20
Cerebellum-L,-2,-52,-20
Cerebellum-L,-10,-52,-20
Cerebellum-L,-12,-52,-20
Cerebellum-L,-14,-52,-20
Cerebellum-L,-16,-52,-20
Cerebellum-L,-18,-52,-20
Cerebellum-L,-20,-52,-20
Cerebellum-L,-22,-52,-20
Cerebellum-L,-24,-52,-20
Cerebellum-L,-26,-52,-20
Cerebellum-L,-28,-52,-20
Cerebellum-L,-2,-50,-20
Cerebellum-L,-4,-50,-20
Cerebellum-L,-10,-50,-20
Cerebellum-L,-12,-50,-20
Cerebellum-L,-14,-50,-20
Cerebellum-L,-16,-50,-20
Cerebellum-L,-18,-50,-20
Cerebellum-L,-20,-50,-20
Cerebellum-L,-22,-50,-20
Cerebellum-L,-24,-50,-20
Cerebellum-L,-26,-50,-20
Cerebellum-L,-12,-48,-20
Cerebellum-L,-14,-48,-20
Cerebellum-L,-16,-48,-20
Cerebellum-L,-18,-48,-20
Cerebellum-L,-20,-48,-20
Cerebellum-L,-22,-48,-20
Cerebellum-L,-24,-48,-20
Cerebellum-L,-26,-48,-20
Cerebellum-L,-8,-46,-20
Cerebellum-L,-12,-46,-20
Cerebellum-L,-14,-46,-20
Cerebellum-L,-16,-46,-20
Cerebellum-L,-18,-46,-20
Cerebellum-L,-20,-46,-20
Cerebellum-L,-22,-46,-20
Cerebellum-L,-24,-46,-20
Cerebellum-L,-2,-44,-20
Cerebellum-L,-4,-44,-20
Cerebellum-L,-6,-44,-20
Cerebellum-L,-8,-44,-20
Cerebellum-L,-10,-44,-20
Cerebellum-L,-14,-44,-20
Cerebellum-L,-16,-44,-20
Cerebellum-L,-18,-44,-20
Cerebellum-L,-20,-44,-20
Cerebellum-L,-22,-44,-20
Cerebellum-L,-24,-44,-20
Cerebellum-L,0,-42,-20
Cerebellum-L,-2,-42,-20
Cerebellum-L,-4,-42,-20
Cerebellum-L,-6,-42,-20
Cerebellum-L,-8,-42,-20
Cerebellum-L,-10,-42,-20
Cerebellum-L,-14,-42,-20
Cerebellum-L,-16,-42,-20
Cerebellum-L,-18,-42,-20
Cerebellum-L,-20,-42,-20
Cerebellum-L,-22,-42,-20
Cerebellum-L,-6,-40,-20
Cerebellum-L,-8,-40,-20
Cerebellum-L,-10,-40,-20
Cerebellum-L,-12,-40,-20
Cerebellum-L,-14,-40,-20
Cerebellum-L,-16,-40,-20
Cerebellum-L,-18,-40,-20
Cerebellum-L,-20,-40,-20
Cerebellum-L,-8,-38,-20
Cerebellum-L,-10,-38,-20
Cerebellum-L,-12,-38,-20
Cerebellum-L,-14,-38,-20
Cerebellum-L,-16,-38,-20
Cerebellum-L,-18,-38,-20
Cerebellum-L,-20,-38,-20
Cerebellum-L,-12,-36,-20
Cerebellum-L,-14,-36,-20
Cerebellum-L,-16,-36,-20
Cerebellum-L,-18,-36,-20
Cerebellum-L,-12,-34,-20
Cerebellum-L,-14,-34,-20
Cerebellum-L,-16,-34,-20
Cerebellum-L,-4,-78,-18
Cerebellum-L,-6,-78,-18
Cerebellum-L,-8,-78,-18
Cerebellum-L,-10,-78,-18
Cerebellum-L,-12,-78,-18
Cerebellum-L,-14,-78,-18
Cerebellum-L,-16,-78,-18
Cerebellum-L,0,-76,-18
Cerebellum-L,-2,-76,-18
Cerebellum-L,-4,-76,-18
Cerebellum-L,-6,-76,-18
Cerebellum-L,-8,-76,-18
Cerebellum-L,-10,-76,-18
Cerebellum-L,-12,-76,-18
Cerebellum-L,-14,-76,-18
Cerebellum-L,-16,-76,-18
Cerebellum-L,-18,-76,-18
Cerebellum-L,-20,-76,-18
Cerebellum-L,0,-74,-18
Cerebellum-L,-2,-74,-18
Cerebellum-L,-4,-74,-18
Cerebellum-L,-6,-74,-18
Cerebellum-L,-8,-74,-18
Cerebellum-L,-10,-74,-18
Cerebellum-L,-12,-74,-18
Cerebellum-L,-14,-74,-18
Cerebellum-L,-16,-74,-18
Cerebellum-L,-18,-74,-18
Cerebellum-L,-20,-74,-18
Cerebellum-L,-22,-74,-18
Cerebellum-L,0,-72,-18
Cerebellum-L,-2,-72,-18
Cerebellum-L,-4,-72,-18
Cerebellum-L,-6,-72,-18
Cerebellum-L,-8,-72,-18
Cerebellum-L,-10,-72,-18
Cerebellum-L,-12,-72,-18
Cerebellum-L,-14,-72,-18
Cerebellum-L,-16,-72,-18
Cerebellum-L,-18,-72,-18
Cerebellum-L,-20,-72,-18
Cerebellum-L,-22,-72,-18
Cerebellum-L,-24,-72,-18
Cerebellum-L,0,-70,-18
Cerebellum-L,-2,-70,-18
Cerebellum-L,-4,-70,-18
Cerebellum-L,-6,-70,-18
Cerebellum-L,-8,-70,-18
Cerebellum-L,-10,-70,-18
Cerebellum-L,-12,-70,-18
Cerebellum-L,-14,-70,-18
Cerebellum-L,-16,-70,-18
Cerebellum-L,-18,-70,-18
Cerebellum-L,-20,-70,-18
Cerebellum-L,-22,-70,-18
Cerebellum-L,-24,-70,-18
Cerebellum-L,-2,-68,-18
Cerebellum-L,-4,-68,-18
Cerebellum-L,-8,-68,-18
Cerebellum-L,-10,-68,-18
Cerebellum-L,-12,-68,-18
Cerebellum-L,-14,-68,-18
Cerebellum-L,-16,-68,-18
Cerebellum-L,-18,-68,-18
Cerebellum-L,-20,-68,-18
Cerebellum-L,-22,-68,-18
Cerebellum-L,-24,-68,-18
Cerebellum-L,-2,-66,-18
Cerebellum-L,-4,-66,-18
Cerebellum-L,-6,-66,-18
Cerebellum-L,-8,-66,-18
Cerebellum-L,-10,-66,-18
Cerebellum-L,-12,-66,-18
Cerebellum-L,-14,-66,-18
Cerebellum-L,-16,-66,-18
Cerebellum-L,-18,-66,-18
Cerebellum-L,-20,-66,-18
Cerebellum-L,-22,-66,-18
Cerebellum-L,-24,-66,-18
Cerebellum-L,-26,-66,-18
Cerebellum-L,-2,-64,-18
Cerebellum-L,-4,-64,-18
Cerebellum-L,-6,-64,-18
Cerebellum-L,-8,-64,-18
Cerebellum-L,-10,-64,-18
Cerebellum-L,-12,-64,-18
Cerebellum-L,-14,-64,-18
Cerebellum-L,-16,-64,-18
Cerebellum-L,-18,-64,-18
